,action_name,action,reward,episode reward,epoch reward,total reward,lives,end of episode,end of epoch,info,episode,episode step,epoch,epoch step,step,action 0 episode sum,action 0 total sum,action 1 episode sum,action 1 total sum,action 2 episode sum,action 2 total sum,action 3 episode sum,action 3 total sum,action 4 episode sum,action 4 total sum,action 5 episode sum,action 5 total sum,action 6 episode sum,action 6 total sum,action 7 episode sum,action 7 total sum,action 8 episode sum,action 8 total sum
2236,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,555,3,555,2236,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,551,1691
2237,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,556,3,556,2237,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,552,1692
2238,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,557,3,557,2238,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,553,1693
2239,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,558,3,558,2239,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,554,1694
2240,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,559,3,559,2240,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,555,1695
2241,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,560,3,560,2241,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,556,1696
2242,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,561,3,561,2242,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,557,1697
2243,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,562,3,562,2243,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,558,1698
2244,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,563,3,563,2244,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,559,1699
2245,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,564,3,564,2245,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,560,1700
2246,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,565,3,565,2246,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,561,1701
2247,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,566,3,566,2247,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,562,1702
2248,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,567,3,567,2248,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,563,1703
2249,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,568,3,568,2249,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,564,1704
2250,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,569,3,569,2250,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,565,1705
2251,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,570,3,570,2251,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,566,1706
2252,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,571,3,571,2252,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,567,1707
2253,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,572,3,572,2253,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,568,1708
2254,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,573,3,573,2254,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,569,1709
2255,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,574,3,574,2255,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,570,1710
2256,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,575,3,575,2256,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,571,1711
2257,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,576,3,576,2257,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,572,1712
2258,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,577,3,577,2258,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,573,1713
2259,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,578,3,578,2259,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,574,1714
2260,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,579,3,579,2260,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,575,1715
2261,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,580,3,580,2261,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,576,1716
2262,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,581,3,581,2262,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,577,1717
2263,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,582,3,582,2263,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,578,1718
2264,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,583,3,583,2264,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,579,1719
2265,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,584,3,584,2265,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,580,1720
2266,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,585,3,585,2266,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,581,1721
2267,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,586,3,586,2267,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,582,1722
2268,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,587,3,587,2268,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,583,1723
2269,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,588,3,588,2269,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,584,1724
2270,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,589,3,589,2270,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,585,1725
2271,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,590,3,590,2271,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,586,1726
2272,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,591,3,591,2272,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,587,1727
2273,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,592,3,592,2273,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,588,1728
2274,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,593,3,593,2274,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,589,1729
2275,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,594,3,594,2275,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,590,1730
2276,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,595,3,595,2276,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,591,1731
2277,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,596,3,596,2277,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,592,1732
2278,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,597,3,597,2278,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,593,1733
2279,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,598,3,598,2279,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,594,1734
2280,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,599,3,599,2280,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,595,1735
2281,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,600,3,600,2281,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,596,1736
2282,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,601,3,601,2282,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,597,1737
2283,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,602,3,602,2283,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,598,1738
2284,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,603,3,603,2284,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,599,1739
2285,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,604,3,604,2285,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,600,1740
2286,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,605,3,605,2286,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,601,1741
2287,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,606,3,606,2287,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,602,1742
2288,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,607,3,607,2288,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,603,1743
2289,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,608,3,608,2289,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,604,1744
2290,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,609,3,609,2290,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,605,1745
2291,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,610,3,610,2291,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,606,1746
2292,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,611,3,611,2292,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,607,1747
2293,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,612,3,612,2293,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,608,1748
2294,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,613,3,613,2294,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,609,1749
2295,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,614,3,614,2295,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,610,1750
2296,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,615,3,615,2296,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,611,1751
2297,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,616,3,616,2297,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,612,1752
2298,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,617,3,617,2298,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,613,1753
2299,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,618,3,618,2299,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,614,1754
2300,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,619,3,619,2300,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,615,1755
2301,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,620,3,620,2301,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,616,1756
2302,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,621,3,621,2302,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,617,1757
2303,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,622,3,622,2303,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,618,1758
2304,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,623,3,623,2304,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,619,1759
2305,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,624,3,624,2305,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,620,1760
2306,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,625,3,625,2306,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,621,1761
2307,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,626,3,626,2307,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,622,1762
2308,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,627,3,627,2308,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,623,1763
2309,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,628,3,628,2309,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,624,1764
2310,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,629,3,629,2310,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,625,1765
2311,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,630,3,630,2311,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,626,1766
2312,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,631,3,631,2312,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,627,1767
2313,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,632,3,632,2313,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,628,1768
2314,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,633,3,633,2314,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,629,1769
2315,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,634,3,634,2315,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,630,1770
2316,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,635,3,635,2316,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,631,1771
2317,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,636,3,636,2317,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,632,1772
2318,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,637,3,637,2318,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,633,1773
2319,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,638,3,638,2319,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,634,1774
2320,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,639,3,639,2320,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,635,1775
2321,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,640,3,640,2321,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,636,1776
2322,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,641,3,641,2322,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,637,1777
2323,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,642,3,642,2323,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,638,1778
2324,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,643,3,643,2324,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,639,1779
2325,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,644,3,644,2325,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,640,1780
2326,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,645,3,645,2326,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,641,1781
2327,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,646,3,646,2327,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,642,1782
2328,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,647,3,647,2328,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,643,1783
2329,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,648,3,648,2329,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,644,1784
2330,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,649,3,649,2330,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,645,1785
2331,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,650,3,650,2331,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,646,1786
2332,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,651,3,651,2332,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,647,1787
2333,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,652,3,652,2333,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,648,1788
2334,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,653,3,653,2334,1,235,0,44,0,36,1,48,1,38,0,47,0,56,1,41,649,1789
2335,DOWN,4,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,654,3,654,2335,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,649,1789
2336,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,655,3,655,2336,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,650,1790
2337,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,656,3,656,2337,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,651,1791
2338,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,657,3,657,2338,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,652,1792
2339,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,658,3,658,2339,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,653,1793
2340,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,659,3,659,2340,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,654,1794
2341,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,660,3,660,2341,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,655,1795
2342,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,661,3,661,2342,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,656,1796
2343,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,662,3,662,2343,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,657,1797
2344,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,663,3,663,2344,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,658,1798
2345,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,664,3,664,2345,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,659,1799
2346,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,665,3,665,2346,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,660,1800
2347,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,666,3,666,2347,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,661,1801
2348,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,667,3,667,2348,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,662,1802
2349,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,668,3,668,2349,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,663,1803
2350,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,669,3,669,2350,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,664,1804
2351,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,670,3,670,2351,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,665,1805
2352,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,671,3,671,2352,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,666,1806
2353,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,672,3,672,2353,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,667,1807
2354,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,673,3,673,2354,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,668,1808
2355,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,674,3,674,2355,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,669,1809
2356,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,675,3,675,2356,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,670,1810
2357,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,676,3,676,2357,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,671,1811
2358,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,677,3,677,2358,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,672,1812
2359,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,678,3,678,2359,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,673,1813
2360,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,679,3,679,2360,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,674,1814
2361,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,680,3,680,2361,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,675,1815
2362,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,681,3,681,2362,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,676,1816
2363,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,682,3,682,2363,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,677,1817
2364,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,683,3,683,2364,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,678,1818
2365,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,684,3,684,2365,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,679,1819
2366,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,685,3,685,2366,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,680,1820
2367,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,686,3,686,2367,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,681,1821
2368,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,687,3,687,2368,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,682,1822
2369,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,688,3,688,2369,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,683,1823
2370,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,689,3,689,2370,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,684,1824
2371,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,690,3,690,2371,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,685,1825
2372,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,691,3,691,2372,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,686,1826
2373,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,692,3,692,2373,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,687,1827
2374,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,693,3,693,2374,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,688,1828
2375,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,694,3,694,2375,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,689,1829
2376,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,695,3,695,2376,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,690,1830
2377,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,696,3,696,2377,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,691,1831
2378,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,697,3,697,2378,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,692,1832
2379,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,698,3,698,2379,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,693,1833
2380,DOWNLEFT,8,0.0,0.0,0.0,10.0,3,False,False,{'ale.lives': 3},3,699,3,699,2380,1,235,0,44,0,36,1,48,2,39,0,47,0,56,1,41,694,1834
